"_id","hash","project_id","version","license","method_name","file_location","function_code","repository_url","query_project","violation"
"fcf7201b9b58a9159be073ce323bba52_355421852","fcf7201b9b58a9159be073ce323bba52","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:4092","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L4092","No","Undetermined"
"fcf7201b9b58a9159be073ce323bba52_1582889900","fcf7201b9b58a9159be073ce323bba52","1582889900","1728999529000","NaN","webvirtcloud","./static/js/xterm@3.6.0/xterm.js:3776","Code not available","https://github.com/retspen/webvirtcloud/blob/b892af989b8dd6866eebb27d9a4bc3f244f50fa3/./static/js/xterm@3.6.0/xterm.js#L3776","No","Undetermined"
"fcf7201b9b58a9159be073ce323bba52_633176973","fcf7201b9b58a9159be073ce323bba52","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:4092","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L4092","Yes","Undetermined"
"c43706299de7649b0cd6980a367ead28_3162370065","c43706299de7649b0cd6980a367ead28","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:2865","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L2865","No","Apache-2.0 incompatible with LGPL-3.0"
"c43706299de7649b0cd6980a367ead28_1013753558","c43706299de7649b0cd6980a367ead28","1013753558","1579472799000","GNU General Public License v3.0","linuxdeploy","app/src/main/assets/web/js/xterm.js:2783","Code not available","https://github.com/meefik/linuxdeploy/blob/821cbeb08caf4ec5e8562cfc4930addec1300c97/app/src/main/assets/web/js/xterm.js#L2783","No","NaN"
"c43706299de7649b0cd6980a367ead28_2416460407","c43706299de7649b0cd6980a367ead28","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:3074","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L3074","No","Apache-2.0 incompatible with LGPL-3.0"
"c43706299de7649b0cd6980a367ead28_1305386973","c43706299de7649b0cd6980a367ead28","1305386973","1649429363000","MIT License","kubebox","docs/libs/xterm.js:2783","Code not available","https://github.com/astefanutti/kubebox/blob/bb91d7c5c48e715fff630b775199e85414136766/docs/libs/xterm.js#L2783","No","MIT incompatible with LGPL-3.0"
"c43706299de7649b0cd6980a367ead28_3084233893","c43706299de7649b0cd6980a367ead28","3084233893","1661482604000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:3074","Code not available","https://github.com/alibaba/arthas/blob/6d2d78dd1c811ddafe9c5488328dd3fc05400f21/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L3074","No","Apache-2.0 incompatible with LGPL-3.0"
"c43706299de7649b0cd6980a367ead28_355421852","c43706299de7649b0cd6980a367ead28","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:3074","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L3074","No","Undetermined"
"c43706299de7649b0cd6980a367ead28_1824255851","c43706299de7649b0cd6980a367ead28","1824255851","1711424528000","GNU General Public License v3.0","jumpserver","apps/static/js/plugins/xterm/xterm.js:2773","Code not available","https://github.com/jumpserver/jumpserver/blob/4f34ce5edb6be43fe01468faad4f158a82a08dce/apps/static/js/plugins/xterm/xterm.js#L2773","No","NaN"
"c43706299de7649b0cd6980a367ead28_1582889900","c43706299de7649b0cd6980a367ead28","1582889900","1728999529000","NaN","webvirtcloud","./static/js/xterm@3.6.0/xterm.js:2783","Code not available","https://github.com/retspen/webvirtcloud/blob/b892af989b8dd6866eebb27d9a4bc3f244f50fa3/./static/js/xterm@3.6.0/xterm.js#L2783","No","Undetermined"
"c43706299de7649b0cd6980a367ead28_633176973","c43706299de7649b0cd6980a367ead28","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:3074","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L3074","Yes","Undetermined"
"c54348c49b36c3ed89fe447a32388be4_522772739","c54348c49b36c3ed89fe447a32388be4","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:2726","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L2726","No","NaN"
"c54348c49b36c3ed89fe447a32388be4_3677293766","c54348c49b36c3ed89fe447a32388be4","3677293766","1567947824000","Other","Bastillion","src/main/webapp/_res/js/tty/xterm.js:2824","Code not available","https://github.com/bastillion-io/Bastillion/blob/507785bdb9472a204f18fbdb087e2072df1ce9c0/src/main/webapp/_res/js/tty/xterm.js#L2824","No","Undetermined"
"c54348c49b36c3ed89fe447a32388be4_3162370065","c54348c49b36c3ed89fe447a32388be4","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:2519","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L2519","No","Apache-2.0 incompatible with LGPL-3.0"
"c54348c49b36c3ed89fe447a32388be4_1013753558","c54348c49b36c3ed89fe447a32388be4","1013753558","1579472799000","GNU General Public License v3.0","linuxdeploy","app/src/main/assets/web/js/xterm.js:2446","Code not available","https://github.com/meefik/linuxdeploy/blob/821cbeb08caf4ec5e8562cfc4930addec1300c97/app/src/main/assets/web/js/xterm.js#L2446","No","NaN"
"c54348c49b36c3ed89fe447a32388be4_2416460407","c54348c49b36c3ed89fe447a32388be4","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:2728","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L2728","No","Apache-2.0 incompatible with LGPL-3.0"
"c54348c49b36c3ed89fe447a32388be4_807067527","c54348c49b36c3ed89fe447a32388be4","807067527","1608215375000","MIT License","OmniDB","OmniDB/OmniDB_app/static/OmniDB_app/js/xterm.js:3018","Code not available","https://github.com/OmniDB/OmniDB/blob/789291204fa7a3a09dd3cf28ccfbf7f0b2a90ca0/OmniDB/OmniDB_app/static/OmniDB_app/js/xterm.js#L3018","No","MIT incompatible with LGPL-3.0"
"c54348c49b36c3ed89fe447a32388be4_1305386973","c54348c49b36c3ed89fe447a32388be4","1305386973","1649429363000","MIT License","kubebox","docs/libs/xterm.js:2824","Code not available","https://github.com/astefanutti/kubebox/blob/bb91d7c5c48e715fff630b775199e85414136766/docs/libs/xterm.js#L2824","No","MIT incompatible with LGPL-3.0"
"c54348c49b36c3ed89fe447a32388be4_3084233893","c54348c49b36c3ed89fe447a32388be4","3084233893","1661482604000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:2728","Code not available","https://github.com/alibaba/arthas/blob/6d2d78dd1c811ddafe9c5488328dd3fc05400f21/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L2728","No","Apache-2.0 incompatible with LGPL-3.0"
"c54348c49b36c3ed89fe447a32388be4_1992870902","c54348c49b36c3ed89fe447a32388be4","1992870902","1662503639000","GNU General Public License v3.0","LxdMosaic","src/assets/xterm/xterm.js:3018","Code not available","https://github.com/turtle0x1/LxdMosaic/blob/c6f53f3fcb66d2cf741abff5d0a657b548cdfc18/src/assets/xterm/xterm.js#L3018","No","NaN"
"c54348c49b36c3ed89fe447a32388be4_355421852","c54348c49b36c3ed89fe447a32388be4","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:2728","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L2728","No","Undetermined"
"c54348c49b36c3ed89fe447a32388be4_1578317806","c54348c49b36c3ed89fe447a32388be4","1578317806","1683023913000","Other","Nuages","Clients/Nuages_WebCli/lib/xterm.js:3018","Code not available","https://github.com/p3nt4/Nuages/blob/d4ca97c79106e2b52fe7cbb06af807cea516c1b2/Clients/Nuages_WebCli/lib/xterm.js#L3018","No","Undetermined"
"c54348c49b36c3ed89fe447a32388be4_1824255851","c54348c49b36c3ed89fe447a32388be4","1824255851","1711424528000","GNU General Public License v3.0","jumpserver","apps/static/js/plugins/xterm/xterm.js:2441","Code not available","https://github.com/jumpserver/jumpserver/blob/4f34ce5edb6be43fe01468faad4f158a82a08dce/apps/static/js/plugins/xterm/xterm.js#L2441","No","NaN"
"c54348c49b36c3ed89fe447a32388be4_1582889900","c54348c49b36c3ed89fe447a32388be4","1582889900","1728999529000","NaN","webvirtcloud","./static/js/xterm@3.6.0/xterm.js:2446","Code not available","https://github.com/retspen/webvirtcloud/blob/b892af989b8dd6866eebb27d9a4bc3f244f50fa3/./static/js/xterm@3.6.0/xterm.js#L2446","No","Undetermined"
"c54348c49b36c3ed89fe447a32388be4_633176973","c54348c49b36c3ed89fe447a32388be4","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:2728","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L2728","Yes","Undetermined"
"c706feb14b946360fb250c123bcebb49_522772739","c706feb14b946360fb250c123bcebb49","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:2931","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L2931","No","NaN"
"c706feb14b946360fb250c123bcebb49_3677293766","c706feb14b946360fb250c123bcebb49","3677293766","1567947824000","Other","Bastillion","src/main/webapp/_res/js/tty/xterm.js:3039","Code not available","https://github.com/bastillion-io/Bastillion/blob/507785bdb9472a204f18fbdb087e2072df1ce9c0/src/main/webapp/_res/js/tty/xterm.js#L3039","No","Undetermined"
"c706feb14b946360fb250c123bcebb49_3162370065","c706feb14b946360fb250c123bcebb49","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:2724","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L2724","No","Apache-2.0 incompatible with LGPL-3.0"
"c706feb14b946360fb250c123bcebb49_2416460407","c706feb14b946360fb250c123bcebb49","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:2933","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L2933","No","Apache-2.0 incompatible with LGPL-3.0"
"c706feb14b946360fb250c123bcebb49_807067527","c706feb14b946360fb250c123bcebb49","807067527","1608215375000","MIT License","OmniDB","OmniDB/OmniDB_app/static/OmniDB_app/js/xterm.js:3229","Code not available","https://github.com/OmniDB/OmniDB/blob/789291204fa7a3a09dd3cf28ccfbf7f0b2a90ca0/OmniDB/OmniDB_app/static/OmniDB_app/js/xterm.js#L3229","No","MIT incompatible with LGPL-3.0"
"c706feb14b946360fb250c123bcebb49_1305386973","c706feb14b946360fb250c123bcebb49","1305386973","1649429363000","MIT License","kubebox","docs/libs/xterm.js:3039","Code not available","https://github.com/astefanutti/kubebox/blob/bb91d7c5c48e715fff630b775199e85414136766/docs/libs/xterm.js#L3039","No","MIT incompatible with LGPL-3.0"
"c706feb14b946360fb250c123bcebb49_3084233893","c706feb14b946360fb250c123bcebb49","3084233893","1650856246000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:2933","Code not available","https://github.com/alibaba/arthas/blob/7e5e320cdfa5b1ee64032570be0eb22e01408176/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L2933","No","Apache-2.0 incompatible with LGPL-3.0"
"c706feb14b946360fb250c123bcebb49_1992870902","c706feb14b946360fb250c123bcebb49","1992870902","1662503639000","GNU General Public License v3.0","LxdMosaic","src/assets/xterm/xterm.js:3229","Code not available","https://github.com/turtle0x1/LxdMosaic/blob/c6f53f3fcb66d2cf741abff5d0a657b548cdfc18/src/assets/xterm/xterm.js#L3229","No","NaN"
"c706feb14b946360fb250c123bcebb49_355421852","c706feb14b946360fb250c123bcebb49","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:2933","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L2933","No","Undetermined"
"c706feb14b946360fb250c123bcebb49_1578317806","c706feb14b946360fb250c123bcebb49","1578317806","1683023913000","Other","Nuages","Clients/Nuages_WebCli/lib/xterm.js:3229","Code not available","https://github.com/p3nt4/Nuages/blob/d4ca97c79106e2b52fe7cbb06af807cea516c1b2/Clients/Nuages_WebCli/lib/xterm.js#L3229","No","Undetermined"
"c706feb14b946360fb250c123bcebb49_633176973","c706feb14b946360fb250c123bcebb49","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:2933","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L2933","Yes","Undetermined"
"cc24019092cc1e04ab6ba6cad0b383b7_522772739","cc24019092cc1e04ab6ba6cad0b383b7","522772739","1567384848000","GNU Lesser General Public License v3.0","webterminal","static/plugins/xterm/xterm.js:4545","Code not available","https://github.com/jimmy201602/webterminal/blob/9e9a1813abf44dce94412a8c38931129ad56c4da/static/plugins/xterm/xterm.js#L4545","No","NaN"
"cc24019092cc1e04ab6ba6cad0b383b7_3162370065","cc24019092cc1e04ab6ba6cad0b383b7","3162370065","1570172596000","Apache License 2.0","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js:4333","Code not available","https://github.com/apache/hadoop/blob/8a83e16da081434e3e2d52fd545391d6bfb47952/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/resources/TERMINAL/xterm/dist/xterm.js#L4333","No","Apache-2.0 incompatible with LGPL-3.0"
"cc24019092cc1e04ab6ba6cad0b383b7_1013753558","cc24019092cc1e04ab6ba6cad0b383b7","1013753558","1579472799000","GNU General Public License v3.0","linuxdeploy","app/src/main/assets/web/js/xterm.js:4246","Code not available","https://github.com/meefik/linuxdeploy/blob/821cbeb08caf4ec5e8562cfc4930addec1300c97/app/src/main/assets/web/js/xterm.js#L4246","No","NaN"
"cc24019092cc1e04ab6ba6cad0b383b7_2416460407","cc24019092cc1e04ab6ba6cad0b383b7","2416460407","1584350789000","Apache License 2.0","webconsole","./static/scripts/libs/termjs/xterm.js:4585","Code not available","https://github.com/shibingli/webconsole/blob/90c7a48dc7b613290e867d491383429088cb5938/./static/scripts/libs/termjs/xterm.js#L4585","No","Apache-2.0 incompatible with LGPL-3.0"
"cc24019092cc1e04ab6ba6cad0b383b7_1305386973","cc24019092cc1e04ab6ba6cad0b383b7","1305386973","1649429363000","MIT License","kubebox","docs/libs/xterm.js:4642","Code not available","https://github.com/astefanutti/kubebox/blob/bb91d7c5c48e715fff630b775199e85414136766/docs/libs/xterm.js#L4642","No","MIT incompatible with LGPL-3.0"
"cc24019092cc1e04ab6ba6cad0b383b7_3084233893","cc24019092cc1e04ab6ba6cad0b383b7","3084233893","1650856246000","Apache License 2.0","arthas","core/src/main/resources/com/taobao/arthas/core/http/xterm.js:4585","Code not available","https://github.com/alibaba/arthas/blob/7e5e320cdfa5b1ee64032570be0eb22e01408176/core/src/main/resources/com/taobao/arthas/core/http/xterm.js#L4585","No","Apache-2.0 incompatible with LGPL-3.0"
"cc24019092cc1e04ab6ba6cad0b383b7_355421852","cc24019092cc1e04ab6ba6cad0b383b7","355421852","1668922130000","GNU General Public License v2.0","OpsManage","static/xterm/xterm.js:4585","Code not available","https://github.com/welliamcao/OpsManage/blob/4e120d88f9a33d2422abdbe7761fde73a369c8ba/static/xterm/xterm.js#L4585","No","Undetermined"
"cc24019092cc1e04ab6ba6cad0b383b7_1582889900","cc24019092cc1e04ab6ba6cad0b383b7","1582889900","1728999529000","NaN","webvirtcloud","./static/js/xterm@3.6.0/xterm.js:4246","Code not available","https://github.com/retspen/webvirtcloud/blob/b892af989b8dd6866eebb27d9a4bc3f244f50fa3/./static/js/xterm@3.6.0/xterm.js#L4246","No","Undetermined"
"cc24019092cc1e04ab6ba6cad0b383b7_633176973","cc24019092cc1e04ab6ba6cad0b383b7","633176973","Error: 403 Client Error: Forbidden for url: https://api.github.com/repos/alibaba/termd/commits?per_page=1&page=1","Error fetching data","NaN","./src/main/resources/io/termd/core/http/xterm.js:4585","Code not available","https://github.com/alibaba/termd/blob/main/src/main/resources/io/termd/core/http/xterm.js#L4585","Yes","Undetermined"
